npad	0	exponent	8	time	7.1125
npad	0	exponent	9	time	10.9648
npad	0	exponent	10	time	13.1019
npad	0	exponent	11	time	5.60052
npad	0	exponent	12	time	10.1952
npad	0	exponent	13	time	9.39342
npad	0	exponent	14	time	8.38687
npad	0	exponent	15	time	6.63981
npad	0	exponent	16	time	7.49292
npad	0	exponent	17	time	6.02967
npad	0	exponent	18	time	5.87046
npad	0	exponent	19	time	6.34753
npad	0	exponent	20	time	6.80362
npad	0	exponent	21	time	7.57989
npad	0	exponent	22	time	7.2891
npad	0	exponent	23	time	7.33528
npad	0	exponent	24	time	7.19195
npad	0	exponent	25	time	7.02276
npad	0	exponent	26	time	7.00088
npad	0	exponent	27	time	6.98953
npad	0	exponent	28	time	6.97416
