npad	15	exponent	8	time	11.082
npad	15	exponent	9	time	6.3675
npad	15	exponent	10	time	3.43775
npad	15	exponent	11	time	2.8115
npad	15	exponent	12	time	3.8055
npad	15	exponent	13	time	5.21284
npad	15	exponent	14	time	5.09692
npad	15	exponent	15	time	4.90684
npad	15	exponent	16	time	11.4033
npad	15	exponent	17	time	12.9464
npad	15	exponent	18	time	14.1035
npad	15	exponent	19	time	13.8227
npad	15	exponent	20	time	17.8421
npad	15	exponent	21	time	32.4235
npad	15	exponent	22	time	41.846
npad	15	exponent	23	time	43.332
npad	15	exponent	24	time	42.9023
npad	15	exponent	25	time	43.0534
npad	15	exponent	26	time	42.0614
npad	15	exponent	27	time	41.2192
npad	15	exponent	28	time	41.0381
